packet_index,slot,seed_track_id,track_id,tier,name,artists,album,bpm,mood_score,key_step,distance,spotify_url
29,2,7vZ9v4c0ft0ro30awMw32V,3SiFPLJReFiH2uq6Lht7Xc,yes,The Comeback,Shout Out Louds,Howl Howl Gaff Gaff,129.000,190.000,1,0.229697,https://open.spotify.com/track/3SiFPLJReFiH2uq6Lht7Xc
29,3,7vZ9v4c0ft0ro30awMw32V,1AQlvpcPh79BKnoKe1E6Nw,yes,Hot Goblin,Em Beihold,Hot Goblin,123.000,193.000,2,0.681344,https://open.spotify.com/track/1AQlvpcPh79BKnoKe1E6Nw
29,4,7vZ9v4c0ft0ro30awMw32V,2gGCt2yXxDxDITx19sxwJJ,on_repeat,"We Bad, We Know","ZOI,Byfox","We Bad, We Know",112.000,174.000,1,0.968869,https://open.spotify.com/track/2gGCt2yXxDxDITx19sxwJJ
30,1,6GEIpzW14NtOjqHejbcSRE,6GEIpzW14NtOjqHejbcSRE,yes,Journal of Ardency,Class Actress,Journal of Ardency,97.000,215.000,1,0.000000,https://open.spotify.com/track/6GEIpzW14NtOjqHejbcSRE
30,2,6GEIpzW14NtOjqHejbcSRE,6HZdbb05lEXLvcmee3ZXO2,yes,Don't Stay,Linkin Park,Meteora,90.000,217.000,1,0.307002,https://open.spotify.com/track/6HZdbb05lEXLvcmee3ZXO2
30,3,6GEIpzW14NtOjqHejbcSRE,6voIJ7OWwRabSZDC77D5Hp,yes,Trouble’s Coming,Royal Blood,Typhoons,112.000,228.000,1,0.753265,https://open.spotify.com/track/6voIJ7OWwRabSZDC77D5Hp
30,4,6GEIpzW14NtOjqHejbcSRE,6OyKBwLzq4h15XmxeWf5n4,yes,Cute Without The 'E' (Cut From The Team) - Remastered 2019,Taking Back Sunday,Tell All Your Friends (Remastered),95.000,186.000,1,0.871230,https://open.spotify.com/track/6OyKBwLzq4h15XmxeWf5n4
31,1,5ykbOijJEfRhuo2Td1m0Qd,5ykbOijJEfRhuo2Td1m0Qd,yes,7,Catfish and the Bottlemen,The Ride,155.000,152.000,1,0.000000,https://open.spotify.com/track/5ykbOijJEfRhuo2Td1m0Qd
31,2,5ykbOijJEfRhuo2Td1m0Qd,5fvbLe4bIfFR4B5iB2EQSe,yes,Just A Feeling,Maroon 5,Hands All Over,150.000,151.000,1,0.218914,https://open.spotify.com/track/5fvbLe4bIfFR4B5iB2EQSe
31,3,5ykbOijJEfRhuo2Td1m0Qd,4vGKLADQksmUcPAVHu7oab,on_repeat,Yours Forever (feat. Matt Maeson),"Bishop Briggs,Matt Maeson",Yours Forever (feat. Matt Maeson),143.000,131.000,2,0.977328,https://open.spotify.com/track/4vGKLADQksmUcPAVHu7oab
31,4,5ykbOijJEfRhuo2Td1m0Qd,5H7Z2DdWYT9ctLSuKzqkSb,maybe,Golden Dandelions - Acoustic,Barns Courtney,Golden Dandelions (Acoustic),140.000,171.000,2,1.017495,https://open.spotify.com/track/5H7Z2DdWYT9ctLSuKzqkSb
32,1,6NDt5z8GKIHub37hBQ4x18,6NDt5z8GKIHub37hBQ4x18,yes,Tearing Me Up,Bob Moses,Days Gone By,115.000,127.000,1,0.000000,https://open.spotify.com/track/6NDt5z8GKIHub37hBQ4x18
32,2,6NDt5z8GKIHub37hBQ4x18,6EfZCB2wudriyD1vDjuAZ9,yes,Bird Song,Florence + The Machine,Lungs (Deluxe Edition),120.000,124.000,1,0.234054,https://open.spotify.com/track/6EfZCB2wudriyD1vDjuAZ9
32,3,6NDt5z8GKIHub37hBQ4x18,0L3di3gB5KlamEABLJK8KK,maybe,Your Biggest Fan,Never Shout Never,Me and My Uke,125.000,158.000,1,1.023678,https://open.spotify.com/track/0L3di3gB5KlamEABLJK8KK
32,4,6NDt5z8GKIHub37hBQ4x18,1wAPbQ5XjbZqPl0WDl5mHH,maybe,Tainted Love,Milky Chance,Trip Tape,114.000,159.000,2,1.072344,https://open.spotify.com/track/1wAPbQ5XjbZqPl0WDl5mHH
33,1,771xIRZvmPNPNw8CP82WJV,771xIRZvmPNPNw8CP82WJV,yes,Jealousy,Phantogram,Memory Of A Day,161.000,203.000,1,0.000000,https://open.spotify.com/track/771xIRZvmPNPNw8CP82WJV
33,2,771xIRZvmPNPNw8CP82WJV,6TjjZllUyDPIBiFuHZSVtm,yes,Grinding Halt - 2005 Remaster,The Cure,Three Imaginary Boys,173.000,211.000,1,0.568022,https://open.spotify.com/track/6TjjZllUyDPIBiFuHZSVtm
33,3,771xIRZvmPNPNw8CP82WJV,76GlO5H5RT6g7y0gev86Nk,yes,Just like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",151.000,216.000,2,0.751671,https://open.spotify.com/track/76GlO5H5RT6g7y0gev86Nk
33,4,771xIRZvmPNPNw8CP82WJV,1Au3FoCGdYXtecmFc5s2l1,maybe,Coincide,Catfish and the Bottlemen,The Balance,140.000,180.000,1,1.134590,https://open.spotify.com/track/1Au3FoCGdYXtecmFc5s2l1
34,1,4eTIe5eqds88bA9ua6p5p6,4eTIe5eqds88bA9ua6p5p6,yes,Fine Again,Seether,Disclaimer,176.000,166.000,1,0.000000,https://open.spotify.com/track/4eTIe5eqds88bA9ua6p5p6
34,2,4eTIe5eqds88bA9ua6p5p6,3A5rfmGdSmfcNqIURUJt4z,yes,All I Need Is You,NOMARKMORE,Exhibition Number Zero,176.000,166.000,2,0.486380,https://open.spotify.com/track/3A5rfmGdSmfcNqIURUJt4z
34,3,4eTIe5eqds88bA9ua6p5p6,23IJ5wLRhEZ9DOuia5mPiZ,maybe,Who Are You,The Who,Who Are You,156.000,179.000,2,1.065092,https://open.spotify.com/track/23IJ5wLRhEZ9DOuia5mPiZ
34,4,4eTIe5eqds88bA9ua6p5p6,1XYHqSfJK9ud9nuRjQcbXi,maybe,Tear You Apart,She Wants Revenge,She Wants Revenge,153.000,190.000,1,1.226219,https://open.spotify.com/track/1XYHqSfJK9ud9nuRjQcbXi
35,1,2UdCAgl9eX9VevTzo4Rbyn,2UdCAgl9eX9VevTzo4Rbyn,yes,The Death Of Me,MEG MYERS,Take Me To The Disco,140.000,184.000,1,0.000000,https://open.spotify.com/track/2UdCAgl9eX9VevTzo4Rbyn
35,2,2UdCAgl9eX9VevTzo4Rbyn,4pEU0NT64oiem9lDT7nuJn,yes,Running In Circles,Dead Poet Society,FISSION,142.000,210.000,1,0.776573,https://open.spotify.com/track/4pEU0NT64oiem9lDT7nuJn
35,3,2UdCAgl9eX9VevTzo4Rbyn,219ekgc5N3hBkpZSr5fYnj,maybe,We Move Like the Ocean,Bad Suns,Language & Perspective,118.000,194.000,1,1.012436,https://open.spotify.com/track/219ekgc5N3hBkpZSr5fYnj
35,4,2UdCAgl9eX9VevTzo4Rbyn,4bVuIlGQBMWS7vIhcx8Ae4,maybe,What Hurts The Most,Rascal Flatts,Me And My Gang,136.000,154.000,2,1.047282,https://open.spotify.com/track/4bVuIlGQBMWS7vIhcx8Ae4
36,1,7mE57yFVWevAttx4HvLZKi,7mE57yFVWevAttx4HvLZKi,yes,Flow,Crooked Colours,Vera,118.000,139.000,1,0.000000,https://open.spotify.com/track/7mE57yFVWevAttx4HvLZKi
36,2,7mE57yFVWevAttx4HvLZKi,3TO7bbrUKrOSPGRTB5MeCz,yes,Time,Pink Floyd,The Dark Side of the Moon,120.000,120.000,2,0.750307,https://open.spotify.com/track/3TO7bbrUKrOSPGRTB5MeCz
36,3,7mE57yFVWevAttx4HvLZKi,5I2UElY0XPnPhQhBTxBcq3,maybe,Bloodstream,Stateless,Stateless,140.000,151.000,1,1.023686,https://open.spotify.com/track/5I2UElY0XPnPhQhBTxBcq3
36,4,7mE57yFVWevAttx4HvLZKi,2KmSnPWWCIsEomVsKnbE1a,maybe,Big Balls,AC/DC,Dirty Deeds Done Dirt Cheap,107.000,167.000,2,1.074529,https://open.spotify.com/track/2KmSnPWWCIsEomVsKnbE1a
37,1,5fbQCQt91LsVgXusFS0CCD,5fbQCQt91LsVgXusFS0CCD,yes,Disorder - 2007 Remaster,Joy Division,Unknown Pleasures (Collector's Edition),85.000,186.000,1,0.000000,https://open.spotify.com/track/5fbQCQt91LsVgXusFS0CCD
37,2,5fbQCQt91LsVgXusFS0CCD,0qM7QW0hUI8Lez3MAI3P5U,yes,Gold,Sir Sly,You Haunt Me,90.000,162.000,1,0.740905,https://open.spotify.com/track/0qM7QW0hUI8Lez3MAI3P5U
37,3,5fbQCQt91LsVgXusFS0CCD,0rn8BcTBTPGWb4NRCBST0k,maybe,..FEISTY,"Fred again..,BIA",ICEY..FEISTY,102.000,209.000,1,1.002126,https://open.spotify.com/track/0rn8BcTBTPGWb4NRCBST0k
37,4,5fbQCQt91LsVgXusFS0CCD,4PvD06Pmbm2rHG2JjSlElF,maybe,Beggin For Thread,BANKS,Goddess (Deluxe),108.000,170.000,1,1.103410,https://open.spotify.com/track/4PvD06Pmbm2rHG2JjSlElF
38,1,5l8ylBEHHYL62w5HfjB3JF,5l8ylBEHHYL62w5HfjB3JF,yes,Dang,Rainbow Kitten Surprise,bones,148.000,181.000,1,0.000000,https://open.spotify.com/track/5l8ylBEHHYL62w5HfjB3JF
38,2,5l8ylBEHHYL62w5HfjB3JF,7DkTneByAopqOjXFG6XlZK,yes,No Room in Frame,Death Cab for Cutie,Kintsugi,125.000,180.000,1,1.009658,https://open.spotify.com/track/7DkTneByAopqOjXFG6XlZK
38,3,5l8ylBEHHYL62w5HfjB3JF,7fa34IepKo01jV34GTMxQC,on_repeat,Third Side of the Moon,Modest Mouse,An Eraser And A Maze,171.000,180.000,1,1.009658,https://open.spotify.com/track/7fa34IepKo01jV34GTMxQC
38,4,5l8ylBEHHYL62w5HfjB3JF,5xquYn2sr3uEcyuKU9BmCJ,maybe,Walk All Over You,AC/DC,Highway to Hell,162.000,151.000,1,1.072618,https://open.spotify.com/track/5xquYn2sr3uEcyuKU9BmCJ
39,1,5zNZZ7TD1bsx0s7zdEHHRW,5zNZZ7TD1bsx0s7zdEHHRW,yes,Streets of Gold,3OH!3,Streets Of Gold,123.000,148.000,1,0.000000,https://open.spotify.com/track/5zNZZ7TD1bsx0s7zdEHHRW
39,2,5zNZZ7TD1bsx0s7zdEHHRW,4jozjPDv6YVVDmDqDQqyTf,maybe,Always,Panama,Always EP (Deluxe Edition),116.000,181.000,1,1.006715,https://open.spotify.com/track/4jozjPDv6YVVDmDqDQqyTf
39,3,5zNZZ7TD1bsx0s7zdEHHRW,4QhWbupniDd44EDtnh2bFJ,maybe,Pyramids,Frank Ocean,channel ORANGE,108.000,120.000,1,1.048806,https://open.spotify.com/track/4QhWbupniDd44EDtnh2bFJ
39,4,5zNZZ7TD1bsx0s7zdEHHRW,7sVbKoBdhXtYCEOO6qC1SN,maybe,We Still Don't Trust You,"Future,Metro Boomin,The Weeknd",WE STILL DON'T TRUST YOU,110.000,174.000,2,1.094608,https://open.spotify.com/track/7sVbKoBdhXtYCEOO6qC1SN
40,1,0X5C4WjQNubRysTkHOubz3,0X5C4WjQNubRysTkHOubz3,yes,Lovesong - 2010 Remaster,The Cure,Disintegration (Deluxe Edition),140.000,224.000,1,0.000000,https://open.spotify.com/track/0X5C4WjQNubRysTkHOubz3
40,2,0X5C4WjQNubRysTkHOubz3,5l9D0ugfAeQ6cgiYb2ay65,maybe,Hey,"Lil Jon,3OH!3",Crunk Rock (Deluxe),132.000,196.000,2,1.009640,https://open.spotify.com/track/5l9D0ugfAeQ6cgiYb2ay65
40,3,0X5C4WjQNubRysTkHOubz3,7IhsLJMqdxoo7YAZjaSMru,maybe,Dead And Gone,"T.I.,Justin Timberlake",Paper Trail,135.000,193.000,2,1.045247,https://open.spotify.com/track/7IhsLJMqdxoo7YAZjaSMru
40,4,0X5C4WjQNubRysTkHOubz3,1CgmY8fVN7kstVDZmsdM5k,maybe,P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller,127.000,252.000,2,1.105350,https://open.spotify.com/track/1CgmY8fVN7kstVDZmsdM5k
41,1,2IGEPotTBIcmxM5SOFot6V,2IGEPotTBIcmxM5SOFot6V,yes,Lonely As You,Matt Maeson,Never Had to Leave,172.000,200.000,1,0.000000,https://open.spotify.com/track/2IGEPotTBIcmxM5SOFot6V
41,2,2IGEPotTBIcmxM5SOFot6V,2PnlsTsOTLE5jnBnNe2K0A,yes,The Emptiness Machine,Linkin Park,The Emptiness Machine,184.000,215.000,2,0.834954,https://open.spotify.com/track/2PnlsTsOTLE5jnBnNe2K0A
41,3,2IGEPotTBIcmxM5SOFot6V,1QoyuMHNBe7lg3YW4Qtll4,maybe,St. Chroma,"Tyler, The Creator,Daniel Caesar",CHROMAKOPIA,150.000,183.000,1,1.077901,https://open.spotify.com/track/1QoyuMHNBe7lg3YW4Qtll4
41,4,2IGEPotTBIcmxM5SOFot6V,5flkGz6hHGvA5UD8LRDSgZ,maybe,On Directing,Tegan and Sara,Sainthood,144.000,192.000,1,1.238964,https://open.spotify.com/track/5flkGz6hHGvA5UD8LRDSgZ
42,1,3ApAsbQP7d5GlFwwdExaTY,3ApAsbQP7d5GlFwwdExaTY,on_repeat,Poplar St,Glass Animals,How To Be A Human Being,69.000,128.000,1,0.000000,https://open.spotify.com/track/3ApAsbQP7d5GlFwwdExaTY
42,2,3ApAsbQP7d5GlFwwdExaTY,22MuigRpnwPjbAtUSTexb8,yes,Jealous Sea,MEG MYERS,Take Me To The Disco,79.000,137.000,2,0.711477,https://open.spotify.com/track/22MuigRpnwPjbAtUSTexb8
42,3,3ApAsbQP7d5GlFwwdExaTY,60hT5qY7Ck8D4laJYXdZ9O,yes,Accuracy - 2005 Remaster,The Cure,Three Imaginary Boys,62.000,165.000,2,1.225755,https://open.spotify.com/track/60hT5qY7Ck8D4laJYXdZ9O
42,4,3ApAsbQP7d5GlFwwdExaTY,32CpKhS5v5SFgfbXmdpsi7,maybe,Hospital Beds,Florence + The Machine,Lungs (Deluxe Edition),96.000,144.000,1,1.286378,https://open.spotify.com/track/32CpKhS5v5SFgfbXmdpsi7
43,1,6ThVbNunEIjQxRNn0gk6Yg,6ThVbNunEIjQxRNn0gk6Yg,yes,Red,Catfish and the Bottlemen,The Ride,135.000,156.000,1,0.000000,https://open.spotify.com/track/6ThVbNunEIjQxRNn0gk6Yg
43,2,6ThVbNunEIjQxRNn0gk6Yg,2MO6XvzlEBKA0PoRqAt9J9,maybe,American Blood,Dead Poet Society,American Blood,118.000,167.000,2,1.020723,https://open.spotify.com/track/2MO6XvzlEBKA0PoRqAt9J9
43,3,6ThVbNunEIjQxRNn0gk6Yg,0QGRhDnZtSUbaighbPENYW,maybe,Close To You,Neon Trees,Picture Show,120.000,173.000,2,1.021011,https://open.spotify.com/track/0QGRhDnZtSUbaighbPENYW
43,4,6ThVbNunEIjQxRNn0gk6Yg,2X8DqCikgiVk3214hbHEpz,on_repeat,Doing The Right Thing,Daughter,Not To Disappear,136.000,118.000,1,1.108282,https://open.spotify.com/track/2X8DqCikgiVk3214hbHEpz
44,1,6aBmVhShJV8rY9YAh4xxo6,6aBmVhShJV8rY9YAh4xxo6,on_repeat,Shadow On The Sea,CHAMPS,The Hard Interchange,110.000,245.000,1,0.000000,https://open.spotify.com/track/6aBmVhShJV8rY9YAh4xxo6
44,2,6aBmVhShJV8rY9YAh4xxo6,5bp2ijoNHjLlZJqyqPWglv,maybe,8 O 8,J€AN-MARC,8 O 8,100.000,213.000,1,1.039572,https://open.spotify.com/track/5bp2ijoNHjLlZJqyqPWglv
44,3,6aBmVhShJV8rY9YAh4xxo6,5PKnZzkjs2y3WTbIYtv5Fq,maybe,Magic Bus - Mono Edit,The Who,The Kids Are Alright,92.000,230.000,2,1.068116,https://open.spotify.com/track/5PKnZzkjs2y3WTbIYtv5Fq
44,4,6aBmVhShJV8rY9YAh4xxo6,7feSbMqJGg9yL0s6ypxy9S,maybe,Girls on Film,Duran Duran,Decade,132.000,223.000,1,1.208337,https://open.spotify.com/track/7feSbMqJGg9yL0s6ypxy9S
45,1,2ssHVnC8IEkQouNXfPDfAe,2ssHVnC8IEkQouNXfPDfAe,on_repeat,Hexagons,Muse,The Wow! Signal,141.000,123.000,1,0.000000,https://open.spotify.com/track/2ssHVnC8IEkQouNXfPDfAe
45,2,2ssHVnC8IEkQouNXfPDfAe,20ftdDh5boQkgxgkx30Tri,maybe,She Just Happens To Date The Prince Of Darkness,Say Hi,Impeccable Blahs,136.000,155.000,2,1.101466,https://open.spotify.com/track/20ftdDh5boQkgxgkx30Tri
45,3,2ssHVnC8IEkQouNXfPDfAe,5ULG2PLrYFHu2yan0Qutqe,maybe,Cliffy,Matt Maeson,The Hearse,120.000,125.000,2,1.108351,https://open.spotify.com/track/5ULG2PLrYFHu2yan0Qutqe
45,4,2ssHVnC8IEkQouNXfPDfAe,0sL5WC2mgffTiCXUA0g2nh,maybe,All Your Love,Sir Sly,All Your Love,122.000,141.000,2,1.155254,https://open.spotify.com/track/0sL5WC2mgffTiCXUA0g2nh
46,1,00aEvruq9NQRUzYMn1rEPs,00aEvruq9NQRUzYMn1rEPs,yes,The Therapist,Foreign Air,The Therapist,92.000,182.000,1,0.000000,https://open.spotify.com/track/00aEvruq9NQRUzYMn1rEPs
46,2,00aEvruq9NQRUzYMn1rEPs,6IAQGogKOkE69G7OcXQ28e,maybe,Blue Gasoline,Airways,Blue Gasoline,113.000,174.000,2,1.125705,https://open.spotify.com/track/6IAQGogKOkE69G7OcXQ28e
46,3,00aEvruq9NQRUzYMn1rEPs,72QXcbzrCVYnWav6Xtuvaw,maybe,Dangerous - Immortal Version,Michael Jackson,Immortal,113.000,202.000,1,1.141654,https://open.spotify.com/track/72QXcbzrCVYnWav6Xtuvaw
46,4,00aEvruq9NQRUzYMn1rEPs,5kDJvxVwV5JY1DpCrQRhRk,maybe,English Town,Matchbox Twenty,North (Deluxe Edition),115.000,166.000,1,1.168153,https://open.spotify.com/track/5kDJvxVwV5JY1DpCrQRhRk
47,1,7w57O4o0xCTn9YpKuaPZDd,7w57O4o0xCTn9YpKuaPZDd,yes,The Great Beyond,R.E.M.,In Time: The Best Of R.E.M. 1988-2003,110.000,126.000,1,0.000000,https://open.spotify.com/track/7w57O4o0xCTn9YpKuaPZDd
47,2,7w57O4o0xCTn9YpKuaPZDd,51Wao8QZ4Fv4zamKbRnKQd,maybe,Bird Song,Elderbrook,Old Friend,120.000,153.000,2,1.065578,https://open.spotify.com/track/51Wao8QZ4Fv4zamKbRnKQd
47,3,7w57O4o0xCTn9YpKuaPZDd,4W6tDPKAb5RTZaixgrcWWm,maybe,Hallucinogenics,Matt Maeson,The Hearse,122.000,153.000,2,1.109263,https://open.spotify.com/track/4W6tDPKAb5RTZaixgrcWWm
47,4,7w57O4o0xCTn9YpKuaPZDd,1OV5oUwrL4iw0UTfZy3pGe,maybe,Cringe,Matt Maeson,Who Killed Matt Maeson,126.000,160.000,1,1.248408,https://open.spotify.com/track/1OV5oUwrL4iw0UTfZy3pGe
48,1,6QQq00cv1UZK0bwWWEpa5e,6QQq00cv1UZK0bwWWEpa5e,yes,"Flicker, Fade",Taking Back Sunday,Happiness Is,197.000,112.000,1,0.000000,https://open.spotify.com/track/6QQq00cv1UZK0bwWWEpa5e
48,2,6QQq00cv1UZK0bwWWEpa5e,4wFXTN7ADsBxIyJfzvaHGf,maybe,What's Wrong,Foreign Air,Smile,176.000,133.000,1,1.146622,https://open.spotify.com/track/4wFXTN7ADsBxIyJfzvaHGf
49,1,4Yf5bqU3NK4kNOypcrLYwU,4Yf5bqU3NK4kNOypcrLYwU,yes,Faint,Linkin Park,Meteora,135.000,214.000,1,0.000000,https://open.spotify.com/track/4Yf5bqU3NK4kNOypcrLYwU
49,2,4Yf5bqU3NK4kNOypcrLYwU,2Cp5exQvEWphydFc11pxO6,maybe,Undercover,No Doubt,Push And Shove,136.000,183.000,2,1.083676,https://open.spotify.com/track/2Cp5exQvEWphydFc11pxO6
49,3,4Yf5bqU3NK4kNOypcrLYwU,3SKH53SPQbEnZR4cJPVaz2,maybe,Messy,Lola Young,Messy,111.000,200.000,1,1.227811,https://open.spotify.com/track/3SKH53SPQbEnZR4cJPVaz2
49,4,4Yf5bqU3NK4kNOypcrLYwU,49gE0a0YPRMXRp43QhnHH8,maybe,In the Dark,Cathedrals,Cathedrals - EP,133.000,199.000,3,1.230098,https://open.spotify.com/track/49gE0a0YPRMXRp43QhnHH8
50,1,4mHEAiQ3TqXizTGJEMZrEo,4mHEAiQ3TqXizTGJEMZrEo,on_repeat,Monroe,Angus & Julia Stone,Monroe,160.000,234.000,1,0.000000,https://open.spotify.com/track/4mHEAiQ3TqXizTGJEMZrEo
50,2,4mHEAiQ3TqXizTGJEMZrEo,6Px7oJcPvMWLhwRHmao0Fe,maybe,LUCID DREAMS,"Leon Thomas,Masego",MUTT,155.000,193.000,1,1.233402,https://open.spotify.com/track/6Px7oJcPvMWLhwRHmao0Fe
50,3,4mHEAiQ3TqXizTGJEMZrEo,4W4wYHtsrgDiivRASVOINL,maybe,Love Shack,The B-52's,Cosmic Thing,134.000,240.000,1,1.250801,https://open.spotify.com/track/4W4wYHtsrgDiivRASVOINL
50,4,4mHEAiQ3TqXizTGJEMZrEo,5vmRQ3zELMLUQPo2FLQ76x,maybe,Smalltown Boy,Bronski Beat,The Age of Consent,135.000,221.000,1,1.250885,https://open.spotify.com/track/5vmRQ3zELMLUQPo2FLQ76x
51,1,4B5lSnWRFiJx8XghHeTJhc,4B5lSnWRFiJx8XghHeTJhc,yes,ZAMA ZAMA,Die Antwoord,ZAMA ZAMA,175.000,213.000,1,0.000000,https://open.spotify.com/track/4B5lSnWRFiJx8XghHeTJhc
51,2,4B5lSnWRFiJx8XghHeTJhc,207qLd1ovrqfYVBBDrNMUM,maybe,Dance This Mess Around,The B-52's,The B-52's,161.000,186.000,2,1.165324,https://open.spotify.com/track/207qLd1ovrqfYVBBDrNMUM
51,3,4B5lSnWRFiJx8XghHeTJhc,3riRdhyMDfEQz5nKrxfbwv,maybe,MUTT [CB REMIX],"Leon Thomas,Chris Brown",MUTT (CB REMIX),180.000,172.000,1,1.259100,https://open.spotify.com/track/3riRdhyMDfEQz5nKrxfbwv
51,4,4B5lSnWRFiJx8XghHeTJhc,3dcn1aghjxES2RbuIxF4ea,maybe,CHOKECHAIN,3OH!3,WANT (Deluxe),146.000,203.000,1,1.412706,https://open.spotify.com/track/3dcn1aghjxES2RbuIxF4ea
52,1,6kkeV4q6GJscwNcpdjwApo,6kkeV4q6GJscwNcpdjwApo,yes,Black Out Days - Leo Justi Remix,"Phantogram,Danny Brown,Leo Justi",Black Out Days (Leo Justi Remix),194.000,172.000,1,0.000000,https://open.spotify.com/track/6kkeV4q6GJscwNcpdjwApo
52,2,6kkeV4q6GJscwNcpdjwApo,13NCxLOlvQ4Tnexgfp03Gs,maybe,Do Me a Favour,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),180.000,185.000,3,1.211523,https://open.spotify.com/track/13NCxLOlvQ4Tnexgfp03Gs
52,3,6kkeV4q6GJscwNcpdjwApo,0jrRDpGv6FFizspjJJoH5i,yes,10:15 Saturday Night - 2005 Remaster,The Cure,Three Imaginary Boys,175.000,146.000,1,1.222969,https://open.spotify.com/track/0jrRDpGv6FFizspjJJoH5i
52,4,6kkeV4q6GJscwNcpdjwApo,1gYNo6sCys1dJEIFcgqlYr,maybe,Don't Look Back in Anger - Remastered,Oasis,Time Flies... 1994-2009 (Remastered),163.000,156.000,1,1.610161,https://open.spotify.com/track/1gYNo6sCys1dJEIFcgqlYr
53,1,54g63GAn77x9NcjiLzy7cW,54g63GAn77x9NcjiLzy7cW,yes,Queen Of Spades,Styx,Pieces Of Eight,135.000,83.000,1,0.000000,https://open.spotify.com/track/54g63GAn77x9NcjiLzy7cW
53,2,54g63GAn77x9NcjiLzy7cW,1npDFCLgSeJzPnXLszvZQP,maybe,Rich Kids Blues,Lykke Li,Wounded Rhymes,128.000,118.000,1,1.106152,https://open.spotify.com/track/1npDFCLgSeJzPnXLszvZQP
53,3,54g63GAn77x9NcjiLzy7cW,7LXVDbbx0NY6zJZbdUUaVx,maybe,Where Have You Been,Manchester Orchestra,I'm Like a Virgin Losing a Child,136.000,132.000,2,1.553878,https://open.spotify.com/track/7LXVDbbx0NY6zJZbdUUaVx
53,4,54g63GAn77x9NcjiLzy7cW,7xgRurvaLwTMdgCXrivL1X,maybe,These Things,Fuel,Natural Selection,120.000,130.000,1,1.617890,https://open.spotify.com/track/7xgRurvaLwTMdgCXrivL1X
54,1,2E2r97GUoaRP3jCVX3nLa5,2E2r97GUoaRP3jCVX3nLa5,yes,Passion,AWOLNATION,Passion,138.000,228.000,1,0.000000,https://open.spotify.com/track/2E2r97GUoaRP3jCVX3nLa5
54,2,2E2r97GUoaRP3jCVX3nLa5,2NvnY0snMQqVMBWSJ6QjL2,maybe,Poisonous Kisses,Avi on Fire,Win,138.000,195.000,1,1.015195,https://open.spotify.com/track/2NvnY0snMQqVMBWSJ6QjL2
54,3,2E2r97GUoaRP3jCVX3nLa5,0k6HUzaRHpQ3eEWr1C7Esh,maybe,Ms. New Booty,"Bubba Sparxxx,Ying Yang Twins,Mr. Collipark",Ms. New Booty,129.000,187.000,2,1.454137,https://open.spotify.com/track/0k6HUzaRHpQ3eEWr1C7Esh
54,4,2E2r97GUoaRP3jCVX3nLa5,50Emgupm363qIrYBe20FR3,maybe,Quittin' Time,Zach Bryan,Summertime Blues,143.000,183.000,2,1.508674,https://open.spotify.com/track/50Emgupm363qIrYBe20FR3
55,1,50GOcJ4oPhKmUxcdiqWBqx,50GOcJ4oPhKmUxcdiqWBqx,yes,Hell Nah,Rainbow Kitten Surprise,bones,170.000,160.000,1,0.000000,https://open.spotify.com/track/50GOcJ4oPhKmUxcdiqWBqx
55,2,50GOcJ4oPhKmUxcdiqWBqx,6tW4k4hJRYTMIYeAWYLGeE,on_repeat,It Takes More,Taking Back Sunday,Happiness Is,153.000,122.000,1,1.480637,https://open.spotify.com/track/6tW4k4hJRYTMIYeAWYLGeE
55,3,50GOcJ4oPhKmUxcdiqWBqx,2NfxtzCIrpCmJX5Z2KMdD5,maybe,Myth,Beach House,Bloom,142.000,157.000,2,1.588777,https://open.spotify.com/track/2NfxtzCIrpCmJX5Z2KMdD5
55,4,50GOcJ4oPhKmUxcdiqWBqx,6R0HCnRKGxOaTkdbXUKoLL,maybe,Me and My Friends Are Lonely (Live),Matt Maeson,That's My Cue: A Solo Experience,140.000,165.000,1,1.615441,https://open.spotify.com/track/6R0HCnRKGxOaTkdbXUKoLL
56,1,6s3aITK4gMINveYvaD7qxs,6s3aITK4gMINveYvaD7qxs,yes,Take Me To The Disco,MEG MYERS,Take Me To The Disco,87.000,124.000,1,0.000000,https://open.spotify.com/track/6s3aITK4gMINveYvaD7qxs
56,2,6s3aITK4gMINveYvaD7qxs,73CMRj62VK8nUS4ezD2wvi,maybe,Set Fire to the Rain,Adele,21,108.000,172.000,2,1.950179,https://open.spotify.com/track/73CMRj62VK8nUS4ezD2wvi
56,3,6s3aITK4gMINveYvaD7qxs,3bENrkfntz1ugrsi8yzT9C,maybe,Falling,Florence + The Machine,Lungs (Deluxe Edition),113.000,84.000,2,1.963441,https://open.spotify.com/track/3bENrkfntz1ugrsi8yzT9C
57,1,15me96DL7o7XC4kctKRTjT,15me96DL7o7XC4kctKRTjT,yes,All A Mystery,Phantogram,Memory Of A Day (Deluxe),204.000,118.000,1,0.000000,https://open.spotify.com/track/15me96DL7o7XC4kctKRTjT
58,1,7p64m8lgMpuTl00Gd6T9gx,7p64m8lgMpuTl00Gd6T9gx,yes,bones,Rainbow Kitten Surprise,bones,208.000,185.000,1,0.000000,https://open.spotify.com/track/7p64m8lgMpuTl00Gd6T9gx
